Job Title,EX_level_demand,Description,Technical_Tool,Applicants_Num,Spent($),Client_Country,Hourly_Rate
Application Development,Entry Level,Construction and Engineering,UXPin,Less than 5,66100.0,United Arab Emirates,32.0
Application Development,Expert,Healthcare,Balsamiq,5 to 10,76200.0,United States,35.0
Web Scraping,Expert,Non-Profit and NGOs,Beautiful Soup,10 to 15,1300.0,Mexico,20.0
Application Development,Expert,Healthcare,UXPin,20 to 50,86100.0,United States,38.0
Application Development,Expert,Media and Entertainment,Proto.io,50+,59600.0,Germany,20.0
Website Development,Entry Level,Automotive,Bootstrap,50+,54900.0,India,19.0
Website Development,Entry Level,Retail (Non-E-commerce),Figma,Less than 5,69600.0,Thailand,27.0
Application Development,Entry Level,Retail (Non-E-commerce),Balsamiq,20 to 50,13200.0,United States,35.0
Application Development,Intermediate,Non-Profit and NGOs,InVision,15 to 20,81100.0,Indonesia,22.0
Web Scraping,Intermediate,Government,ParseHub,Less than 5,95000.0,South Korea,22.0
Web Scraping,Intermediate,Insurance,DataMiner,15 to 20,47200.0,Indonesia,17.0
Website Development,Entry Level,Insurance,Flutter,10 to 15,59900.0,Belgium,11.0
Application Development,Entry Level,Small Business/Local Business,Proto.io,15 to 20,78300.0,Switzerland,29.0
Web Scraping,Intermediate,Insurance,Import.io,20 to 50,14100.0,Germany,16.0
Web Scraping,Entry Level,Hospitality and Travel,Import.io,5 to 10,61500.0,Switzerland,24.0
Website Development,Entry Level,Professional Services,Flutter,5 to 10,46600.0,Brazil,12.0
Application Development,Intermediate,Insurance,Sketch,Less than 5,78700.0,Canada,17.0
Web Scraping,Entry Level,Construction and Engineering,ParseHub,Less than 5,42600.0,India,16.0
Web Scraping,Entry Level,Professional Services,Octoparse,15 to 20,24900.0,Switzerland,24.0
Application Development,Expert,Telecommunications,UXPin,50+,25000.0,Spain,28.0
Web Scraping,Entry Level,Retail (Non-E-commerce),Scrapy,Less than 5,78000.0,United States,32.0
Website Development,Expert,Education,Laravel,20 to 50,28300.0,China,15.0
Website Development,Expert,E-Commerce,WordPress,Less than 5,77800.0,Mexico,22.0
Web Scraping,Intermediate,Education,Scrapy,15 to 20,78200.0,Australia,8.0
Web Scraping,Entry Level,Manufacturing and Industrial,Octoparse,5 to 10,19300.0,South Korea,22.0
Application Development,Intermediate,Construction and Engineering,Adobe XD,Less than 5,92800.0,France,19.0
Application Development,Intermediate,Real Estate,Marvel,50+,55100.0,Mexico,24.0
Application Development,Intermediate,Retail (Non-E-commerce),UXPin,20 to 50,6500.0,Spain,28.0
Web Scraping,Intermediate,Education,Mozenda,50+,82500.0,Germany,16.0
Website Development,Expert,Technology and SaaS,Flutter,20 to 50,35900.0,China,15.0
Website Development,Expert,Non-Profit and NGOs,Laravel,Less than 5,74100.0,Australia,7.0
Application Development,Expert,Insurance,Affinity Designer,15 to 20,77100.0,Switzerland,29.0
Website Development,Intermediate,Hospitality and Travel,Laravel,Less than 5,62400.0,Austria,10.0
Web Scraping,Intermediate,Finance and Banking,Octoparse,5 to 10,96000.0,Indonesia,17.0
Application Development,Intermediate,Manufacturing and Industrial,Sketch,15 to 20,72000.0,China,18.0
Web Scraping,Entry Level,Personal Blogs/Portfolios,Octoparse,20 to 50,91000.0,Spain,23.0
Web Scraping,Intermediate,Retail (Non-E-commerce),Selenium,20 to 50,7500.0,South Korea,22.0
Application Development,Intermediate,Healthcare,Affinity Designer,50+,75100.0,Switzerland,29.0
Web Scraping,Intermediate,Telecommunications,Beautiful Soup,50+,42100.0,China,12.0
Website Development,Expert,Real Estate,Drupal,Less than 5,88200.0,South Korea,24.0
Web Scraping,Intermediate,Automotive,Mozenda,20 to 50,9200.0,Poland,21.0
Application Development,Intermediate,Telecommunications,Adobe XD,5 to 10,17100.0,Australia,11.0
Website Development,Expert,Non-Profit and NGOs,Express.js,5 to 10,90600.0,Russia,23.0
Web Scraping,Expert,Healthcare,Octoparse,50+,57500.0,United States,30.0
Website Development,Entry Level,Small Business/Local Business,TypeScript,10 to 15,31100.0,Brazil,12.0
Website Development,Entry Level,Construction and Engineering,Next.js,5 to 10,12000.0,China,15.0
Website Development,Intermediate,Media and Entertainment,Laravel,5 to 10,52800.0,Germany,17.0
Website Development,Entry Level,Insurance,Ruby on Rails,15 to 20,38300.0,Australia,7.0
Website Development,Expert,Healthcare,TypeScript,20 to 50,11100.0,Israel,20.0
Web Scraping,Expert,Healthcare,Beautiful Soup,50+,22200.0,United Kingdom,28.0
Application Development,Expert,Personal Blogs/Portfolios,Balsamiq,Less than 5,84400.0,Switzerland,29.0
Web Scraping,Entry Level,Non-Profit and NGOs,Octoparse,50+,42200.0,France,14.0
Application Development,Expert,Automotive,Axure,50+,6900.0,Thailand,30.0
Web Scraping,Expert,Hospitality and Travel,Beautiful Soup,10 to 15,34100.0,Japan,19.0
Application Development,Expert,Government,UXPin,15 to 20,27600.0,Thailand,30.0
Web Scraping,Intermediate,Personal Blogs/Portfolios,DataMiner,10 to 15,20800.0,Japan,19.0
Application Development,Entry Level,Non-Profit and NGOs,InVision,50+,44000.0,France,20.0
Website Development,Entry Level,Hospitality and Travel,TypeScript,20 to 50,76800.0,Italy,20.0
Application Development,Expert,Hospitality and Travel,Proto.io,15 to 20,50100.0,United Arab Emirates,31.0
Web Scraping,Intermediate,Telecommunications,DataMiner,10 to 15,31200.0,Poland,20.0
Application Development,Intermediate,Technology and SaaS,Figma,15 to 20,72600.0,Canada,16.0
Website Development,Entry Level,Non-Profit and NGOs,Ruby on Rails,50+,68800.0,Australia,8.0
Website Development,Entry Level,Automotive,Next.js,5 to 10,48700.0,Canada,14.0
Application Development,Expert,Real Estate,Axure,10 to 15,14100.0,United Kingdom,34.0
Web Scraping,Intermediate,Retail (Non-E-commerce),Mozenda,20 to 50,37300.0,United States,29.0
Application Development,Intermediate,Construction and Engineering,UXPin,15 to 20,67900.0,Poland,26.0
Web Scraping,Expert,Government,Mozenda,20 to 50,68000.0,United Arab Emirates,26.0
Application Development,Intermediate,Government,Affinity Designer,15 to 20,58600.0,Turkey,31.0
Web Scraping,Entry Level,Energy and Utilities,Octoparse,20 to 50,3400.0,Canada,12.0
Web Scraping,Expert,Construction and Engineering,Mozenda,20 to 50,16400.0,Spain,23.0
Web Scraping,Intermediate,Construction and Engineering,Octoparse,50+,92900.0,United Kingdom,28.0
Application Development,Entry Level,Professional Services,Balsamiq,20 to 50,30200.0,Sweden,28.0
Web Scraping,Entry Level,Finance and Banking,Mozenda,15 to 20,97000.0,Norway,20.0
Web Scraping,Intermediate,Real Estate,Import.io,50+,89700.0,Switzerland,24.0
Web Scraping,Entry Level,Real Estate,DataMiner,20 to 50,84400.0,Poland,21.0
Website Development,Intermediate,Construction and Engineering,Bootstrap,20 to 50,72600.0,France,16.0
Application Development,Expert,Government,Proto.io,15 to 20,76800.0,South Africa,27.0
Application Development,Expert,Finance and Banking,Figma,50+,86600.0,Poland,26.0
Web Scraping,Entry Level,Telecommunications,DataMiner,5 to 10,71600.0,Brazil,10.0
Web Scraping,Expert,Hospitality and Travel,Import.io,Less than 5,8000.0,United States,31.0
Website Development,Entry Level,Telecommunications,Next.js,50+,51200.0,Netherlands,22.0
Website Development,Entry Level,Personal Blogs/Portfolios,Drupal,50+,67300.0,Switzerland,26.0
Website Development,Expert,Automotive,Express.js,10 to 15,94500.0,South Africa,24.0
Application Development,Intermediate,Real Estate,InVision,20 to 50,13400.0,Spain,28.0
Website Development,Entry Level,Telecommunications,Node.js,Less than 5,56100.0,Argentina,3.0
Application Development,Intermediate,Education,Figma,Less than 5,67400.0,China,18.0
Website Development,Intermediate,Energy and Utilities,WordPress,50+,37900.0,Japan,21.0
Website Development,Expert,Construction and Engineering,Flutter,5 to 10,31800.0,Netherlands,22.0
Web Scraping,Expert,Media and Entertainment,WebHarvy,5 to 10,43800.0,India,16.0
Web Scraping,Expert,Finance and Banking,Octoparse,15 to 20,84600.0,Germany,15.0
Web Scraping,Intermediate,Personal Blogs/Portfolios,Selenium,5 to 10,65300.0,Sweden,23.0
Website Development,Expert,Construction and Engineering,Next.js,20 to 50,87900.0,India,19.0
Web Scraping,Entry Level,Small Business/Local Business,Scrapy,Less than 5,91500.0,France,14.0
Web Scraping,Expert,Retail (Non-E-commerce),Import.io,5 to 10,47000.0,United States,35.0
Application Development,Intermediate,Insurance,Balsamiq,10 to 15,24500.0,Spain,28.0
Application Development,Expert,Finance and Banking,Balsamiq,Less than 5,28300.0,Italy,23.0
Application Development,Expert,Small Business/Local Business,Marvel,Less than 5,58000.0,United States,34.0
Application Development,Entry Level,E-Commerce,UXPin,15 to 20,19600.0,Saudi Arabia,27.0
Application Development,Expert,Non-Profit and NGOs,UXPin,10 to 15,47500.0,Poland,25.0
Web Scraping,Expert,Personal Blogs/Portfolios,ParseHub,10 to 15,79400.0,Turkey,26.0
Website Development,Intermediate,Small Business/Local Business,Next.js,50+,45300.0,France,17.0
Web Scraping,Intermediate,Government,Selenium,20 to 50,18000.0,Russia,21.0
Application Development,Intermediate,Insurance,Sketch,15 to 20,83700.0,Brazil,15.0
Web Scraping,Expert,Insurance,Import.io,Less than 5,69600.0,Norway,20.0
Website Development,Intermediate,Education,Angular,20 to 50,58100.0,Belgium,11.0
Website Development,Intermediate,Retail (Non-E-commerce),Express.js,5 to 10,63400.0,Japan,21.0
Application Development,Expert,Retail (Non-E-commerce),Affinity Designer,15 to 20,62400.0,United States,35.0
Web Scraping,Entry Level,Automotive,Beautiful Soup,50+,12500.0,Switzerland,24.0
Application Development,Expert,Media and Entertainment,InVision,Less than 5,56600.0,Japan,24.0
Website Development,Expert,Energy and Utilities,WordPress,20 to 50,25700.0,Spain,25.0
Web Scraping,Entry Level,Personal Blogs/Portfolios,Scrapy,5 to 10,29800.0,South Korea,23.0
Application Development,Expert,Finance and Banking,UXPin,Less than 5,30200.0,Turkey,31.0
Application Development,Entry Level,Construction and Engineering,Affinity Designer,5 to 10,45300.0,United Kingdom,34.0
Application Development,Expert,Hospitality and Travel,Balsamiq,5 to 10,18200.0,United Arab Emirates,31.0
Website Development,Intermediate,Telecommunications,React.js,5 to 10,86400.0,Australia,6.0
Website Development,Expert,Finance and Banking,Laravel,10 to 15,85800.0,Belgium,11.0
Website Development,Intermediate,Manufacturing and Industrial,Django,15 to 20,20800.0,Belgium,11.0
Web Scraping,Entry Level,Professional Services,Import.io,50+,34800.0,Japan,19.0
Application Development,Expert,Energy and Utilities,Balsamiq,Less than 5,52800.0,Poland,25.0
Web Scraping,Intermediate,Manufacturing and Industrial,Octoparse,5 to 10,41600.0,Germany,15.0
Web Scraping,Intermediate,Healthcare,ParseHub,15 to 20,56900.0,Switzerland,24.0
Web Scraping,Expert,Manufacturing and Industrial,Octoparse,Less than 5,19500.0,Turkey,26.0
Web Scraping,Entry Level,Government,Import.io,10 to 15,71800.0,Turkey,26.0
Website Development,Intermediate,Telecommunications,Ruby on Rails,15 to 20,41300.0,Belgium,11.0
Application Development,Intermediate,Real Estate,UXPin,10 to 15,49400.0,South Korea,28.0
Web Scraping,Expert,Media and Entertainment,Beautiful Soup,5 to 10,5700.0,Canada,11.0
Website Development,Entry Level,Healthcare,Bootstrap,50+,91900.0,Russia,23.0
Application Development,Entry Level,Finance and Banking,Marvel,50+,48500.0,Germany,20.0
Application Development,Entry Level,Real Estate,Balsamiq,10 to 15,32600.0,Poland,25.0
Application Development,Intermediate,Finance and Banking,Figma,20 to 50,4100.0,Austria,13.0
Application Development,Intermediate,Insurance,Sketch,5 to 10,85500.0,Austria,13.0
Web Scraping,Intermediate,Construction and Engineering,Selenium,10 to 15,97200.0,Switzerland,24.0
Application Development,Intermediate,Telecommunications,Marvel,20 to 50,61500.0,Poland,26.0
Web Scraping,Entry Level,Professional Services,WebHarvy,20 to 50,78700.0,China,13.0
Website Development,Entry Level,Technology and SaaS,TypeScript,15 to 20,9800.0,Italy,20.0
Web Scraping,Expert,Finance and Banking,OutWit Hub,Less than 5,79100.0,Germany,15.0
Application Development,Intermediate,Finance and Banking,InVision,Less than 5,57500.0,India,22.0
Web Scraping,Intermediate,Construction and Engineering,OutWit Hub,15 to 20,61000.0,South Korea,23.0
Application Development,Intermediate,Non-Profit and NGOs,Axure,50+,95600.0,Italy,23.0
Website Development,Intermediate,Media and Entertainment,Django,20 to 50,99200.0,China,14.0
Website Development,Expert,Healthcare,Figma,50+,13800.0,South Korea,25.0
Application Development,Expert,Technology and SaaS,Affinity Designer,Less than 5,82400.0,United Kingdom,33.0
Application Development,Expert,Insurance,Figma,20 to 50,45300.0,India,22.0
Website Development,Intermediate,Non-Profit and NGOs,Ruby on Rails,50+,32000.0,Argentina,5.0
Application Development,Intermediate,Telecommunications,Adobe XD,5 to 10,40400.0,Belgium,14.0
Application Development,Expert,Education,InVision,20 to 50,17300.0,Canada,16.0
Website Development,Expert,Retail (Non-E-commerce),Ruby on Rails,50+,47700.0,China,15.0
Website Development,Entry Level,Hospitality and Travel,WordPress,20 to 50,14800.0,Poland,22.0
Web Scraping,Entry Level,Non-Profit and NGOs,OutWit Hub,20 to 50,58400.0,India,17.0
Web Scraping,Intermediate,Finance and Banking,Import.io,50+,49600.0,India,17.0
Web Scraping,Expert,Construction and Engineering,Scrapy,10 to 15,7700.0,United States,35.0
Web Scraping,Expert,Construction and Engineering,OutWit Hub,Less than 5,91900.0,South Korea,23.0
Website Development,Entry Level,Media and Entertainment,Flutter,15 to 20,38200.0,France,17.0
Web Scraping,Entry Level,Professional Services,DataMiner,15 to 20,58200.0,India,17.0
Website Development,Expert,Finance and Banking,Ruby on Rails,20 to 50,15300.0,Belgium,11.0
Website Development,Entry Level,Insurance,Flutter,Less than 5,11200.0,Germany,18.0
Website Development,Entry Level,Telecommunications,Angular,10 to 15,84600.0,Australia,8.0
Website Development,Entry Level,Real Estate,Visual Studio Code,20 to 50,2200.0,Italy,20.0
Application Development,Intermediate,Healthcare,UXPin,Less than 5,50200.0,United Kingdom,33.0
Web Scraping,Entry Level,Insurance,OutWit Hub,20 to 50,22000.0,Italy,18.0
Application Development,Intermediate,Construction and Engineering,Balsamiq,50+,54100.0,Saudi Arabia,27.0
Website Development,Intermediate,Telecommunications,Flutter,15 to 20,2300.0,Canada,13.0
Application Development,Entry Level,Finance and Banking,Marvel,20 to 50,21500.0,China,17.0
Application Development,Entry Level,Automotive,Figma,50+,36400.0,Netherlands,25.0
Web Scraping,Entry Level,Manufacturing and Industrial,ParseHub,5 to 10,53400.0,Poland,21.0
Website Development,Expert,Real Estate,Next.js,10 to 15,65300.0,Spain,25.0
Website Development,Intermediate,Professional Services,Express.js,15 to 20,31500.0,China,15.0
Website Development,Expert,Education,Ruby on Rails,20 to 50,8800.0,Belgium,11.0
Application Development,Entry Level,Real Estate,Affinity Designer,5 to 10,31900.0,United Kingdom,34.0
Web Scraping,Intermediate,Media and Entertainment,Scrapy,Less than 5,69600.0,Belgium,8.0
Application Development,Entry Level,Real Estate,Axure,15 to 20,53200.0,United Kingdom,34.0
Web Scraping,Entry Level,Hospitality and Travel,Beautiful Soup,5 to 10,59200.0,Poland,21.0
Application Development,Intermediate,Insurance,Figma,5 to 10,40400.0,Mexico,24.0
Application Development,Intermediate,Small Business/Local Business,Marvel,15 to 20,17800.0,Switzerland,30.0
Application Development,Intermediate,Small Business/Local Business,InVision,10 to 15,20600.0,China,17.0
Web Scraping,Expert,Government,OutWit Hub,10 to 15,25400.0,Netherlands,20.0
Website Development,Entry Level,Energy and Utilities,Ruby on Rails,Less than 5,68900.0,Australia,10.0
Application Development,Expert,Finance and Banking,Balsamiq,10 to 15,40200.0,Poland,26.0
Website Development,Entry Level,Non-Profit and NGOs,Laravel,50+,87800.0,Australia,8.0
Application Development,Entry Level,Education,Marvel,50+,63300.0,Japan,24.0
Application Development,Entry Level,Retail (Non-E-commerce),Balsamiq,15 to 20,58700.0,United States,40.0
Website Development,Expert,E-Commerce,Flutter,15 to 20,44900.0,Italy,20.0
Web Scraping,Intermediate,Technology and SaaS,Scrapy,15 to 20,79800.0,Belgium,9.0
Web Scraping,Expert,Insurance,DataMiner,10 to 15,98000.0,France,14.0
Web Scraping,Expert,Real Estate,Scrapy,Less than 5,21200.0,South Africa,22.0
Application Development,Intermediate,Automotive,Balsamiq,10 to 15,96800.0,Sweden,29.0
Website Development,Entry Level,Telecommunications,Next.js,15 to 20,83600.0,Israel,19.0
Website Development,Intermediate,Small Business/Local Business,React.js,Less than 5,94700.0,Argentina,5.0
Web Scraping,Expert,Professional Services,Beautiful Soup,20 to 50,10000.0,Indonesia,17.0
Web Scraping,Entry Level,Construction and Engineering,Import.io,5 to 10,29800.0,United Kingdom,28.0
Website Development,Entry Level,Manufacturing and Industrial,Ruby on Rails,20 to 50,23200.0,China,14.0
Web Scraping,Expert,Manufacturing and Industrial,Mozenda,10 to 15,88300.0,Thailand,25.0
Website Development,Entry Level,Non-Profit and NGOs,TypeScript,20 to 50,67600.0,India,18.0
Web Scraping,Expert,Real Estate,Beautiful Soup,50+,1600.0,Sweden,24.0
Web Scraping,Entry Level,Telecommunications,DataMiner,10 to 15,73300.0,France,15.0
Application Development,Intermediate,Manufacturing and Industrial,InVision,50+,6400.0,Norway,25.0
Website Development,Expert,Small Business/Local Business,Flutter,15 to 20,85300.0,Indonesia,19.0
Application Development,Entry Level,Real Estate,Proto.io,Less than 5,76400.0,Russia,26.0
Website Development,Intermediate,Personal Blogs/Portfolios,Flutter,5 to 10,31600.0,Germany,17.0
Web Scraping,Entry Level,Retail (Non-E-commerce),DataMiner,15 to 20,71200.0,United States,31.0
Website Development,Entry Level,Construction and Engineering,Ruby on Rails,10 to 15,39400.0,France,16.0
Web Scraping,Intermediate,Retail (Non-E-commerce),ParseHub,Less than 5,81500.0,France,15.0
Application Development,Expert,Real Estate,Affinity Designer,20 to 50,60600.0,United States,40.0
Web Scraping,Expert,E-Commerce,Octoparse,15 to 20,3900.0,United Kingdom,28.0
Web Scraping,Intermediate,Small Business/Local Business,Import.io,15 to 20,42200.0,France,15.0
Web Scraping,Intermediate,Technology and SaaS,ParseHub,50+,3000.0,Australia,5.0
Website Development,Intermediate,Personal Blogs/Portfolios,Next.js,20 to 50,40100.0,Canada,13.0
Application Development,Expert,Media and Entertainment,Proto.io,Less than 5,8600.0,Sweden,28.0
Website Development,Intermediate,Finance and Banking,Angular,Less than 5,87200.0,Australia,8.0
Application Development,Intermediate,Finance and Banking,Figma,20 to 50,65700.0,Netherlands,25.0
Web Scraping,Intermediate,Professional Services,ParseHub,50+,21700.0,Germany,15.0
Web Scraping,Expert,Construction and Engineering,Scrapy,10 to 15,33200.0,United Kingdom,27.0
Website Development,Entry Level,E-Commerce,Bootstrap,15 to 20,39300.0,Japan,21.0
Website Development,Entry Level,Construction and Engineering,Figma,50+,40900.0,Sweden,26.0
Application Development,Intermediate,Telecommunications,Marvel,50+,31900.0,Indonesia,22.0
Website Development,Entry Level,Finance and Banking,Flutter,50+,97400.0,Belgium,11.0
Application Development,Entry Level,Retail (Non-E-commerce),Proto.io,15 to 20,69800.0,United Kingdom,32.0
Website Development,Entry Level,Manufacturing and Industrial,TypeScript,15 to 20,62800.0,China,15.0
Application Development,Intermediate,Real Estate,Axure,15 to 20,23900.0,United States,35.0
Application Development,Expert,Professional Services,Axure,Less than 5,54200.0,Italy,23.0
Application Development,Expert,Healthcare,UXPin,50+,83200.0,United States,35.0
Web Scraping,Intermediate,Media and Entertainment,Import.io,Less than 5,10200.0,South Africa,22.0
Web Scraping,Expert,Government,Scrapy,15 to 20,76200.0,South Korea,22.0
Web Scraping,Expert,Manufacturing and Industrial,Scrapy,5 to 10,43400.0,India,16.0
Web Scraping,Entry Level,Manufacturing and Industrial,DataMiner,5 to 10,82000.0,Switzerland,24.0
Application Development,Entry Level,Professional Services,Balsamiq,Less than 5,72300.0,Japan,24.0
Website Development,Intermediate,Healthcare,Ruby on Rails,5 to 10,95400.0,China,15.0
Website Development,Intermediate,Hospitality and Travel,Flutter,20 to 50,16300.0,Germany,17.0
Web Scraping,Expert,Automotive,ParseHub,15 to 20,51000.0,United States,32.0
Website Development,Expert,Non-Profit and NGOs,Express.js,Less than 5,82100.0,China,15.0
Website Development,Intermediate,Real Estate,Next.js,50+,5400.0,Indonesia,19.0
Web Scraping,Intermediate,Hospitality and Travel,DataMiner,15 to 20,24400.0,Poland,21.0
Application Development,Intermediate,Real Estate,InVision,10 to 15,94600.0,Italy,24.0
Web Scraping,Expert,Real Estate,WebHarvy,Less than 5,39500.0,Sweden,24.0
Website Development,Entry Level,Government,Express.js,50+,16500.0,China,15.0
Application Development,Expert,Manufacturing and Industrial,InVision,50+,31500.0,Thailand,31.0
Website Development,Expert,Personal Blogs/Portfolios,Next.js,Less than 5,16300.0,Japan,21.0
Application Development,Intermediate,Energy and Utilities,Axure,50+,77000.0,Spain,28.0
Web Scraping,Expert,Energy and Utilities,OutWit Hub,20 to 50,54000.0,Mexico,19.0
Website Development,Intermediate,Insurance,Vue.js,Less than 5,42900.0,Argentina,6.0
Website Development,Entry Level,Hospitality and Travel,Laravel,Less than 5,61000.0,China,15.0
Website Development,Expert,Automotive,Drupal,10 to 15,26700.0,Spain,25.0
Website Development,Intermediate,Retail (Non-E-commerce),Express.js,50+,16000.0,Spain,25.0
Web Scraping,Entry Level,Manufacturing and Industrial,ParseHub,15 to 20,89400.0,Mexico,20.0
Website Development,Intermediate,Telecommunications,Laravel,Less than 5,9600.0,Canada,13.0
Web Scraping,Entry Level,Insurance,ParseHub,5 to 10,60000.0,Canada,11.0
Website Development,Entry Level,Government,React.js,5 to 10,9200.0,Australia,7.0
Website Development,Intermediate,Healthcare,Vue.js,5 to 10,47300.0,Austria,10.0
Website Development,Entry Level,Hospitality and Travel,Laravel,10 to 15,30200.0,Belgium,11.0
Website Development,Intermediate,E-Commerce,Laravel,10 to 15,42000.0,Canada,13.0
Application Development,Intermediate,Manufacturing and Industrial,Adobe XD,15 to 20,96900.0,Germany,20.0
Web Scraping,Intermediate,Small Business/Local Business,OutWit Hub,50+,20100.0,Germany,15.0
Application Development,Entry Level,Construction and Engineering,InVision,10 to 15,36300.0,Mexico,25.0
Website Development,Intermediate,Healthcare,Next.js,50+,85600.0,Italy,20.0
Web Scraping,Intermediate,Construction and Engineering,Selenium,Less than 5,68800.0,United States,31.0
Website Development,Entry Level,Professional Services,Django,Less than 5,94200.0,Brazil,11.0
Application Development,Intermediate,Energy and Utilities,Figma,20 to 50,6900.0,Indonesia,22.0
Web Scraping,Expert,Telecommunications,OutWit Hub,Less than 5,53900.0,Switzerland,24.0
Website Development,Intermediate,Technology and SaaS,React.js,15 to 20,52500.0,Australia,8.0
Website Development,Expert,Small Business/Local Business,Next.js,5 to 10,61900.0,Mexico,21.0
Website Development,Expert,Real Estate,TypeScript,15 to 20,70900.0,Germany,17.0
Web Scraping,Intermediate,Government,Octoparse,10 to 15,28700.0,Germany,15.0
Application Development,Intermediate,Personal Blogs/Portfolios,Figma,50+,95100.0,Netherlands,25.0
Application Development,Expert,Finance and Banking,Marvel,Less than 5,17400.0,Japan,24.0
Website Development,Intermediate,Education,Ruby on Rails,10 to 15,68300.0,Canada,14.0
Website Development,Expert,Non-Profit and NGOs,Ruby on Rails,10 to 15,62600.0,Australia,9.0
Website Development,Intermediate,Media and Entertainment,TypeScript,20 to 50,19200.0,China,15.0
Application Development,Expert,Retail (Non-E-commerce),Affinity Designer,Less than 5,46100.0,United States,38.0
Website Development,Expert,Small Business/Local Business,Angular,20 to 50,77500.0,Belgium,11.0
Application Development,Entry Level,Telecommunications,Balsamiq,20 to 50,52000.0,France,19.0
Web Scraping,Intermediate,Hospitality and Travel,DataMiner,20 to 50,71400.0,France,14.0
Web Scraping,Intermediate,Energy and Utilities,Octoparse,10 to 15,13300.0,Germany,16.0
Application Development,Entry Level,Government,Axure,Less than 5,84300.0,Spain,28.0
Web Scraping,Expert,Education,DataMiner,5 to 10,50600.0,United States,29.0
Application Development,Expert,Small Business/Local Business,Axure,10 to 15,78400.0,Indonesia,22.0
Web Scraping,Intermediate,E-Commerce,Scrapy,15 to 20,24600.0,Germany,16.0
Application Development,Expert,Professional Services,Figma,5 to 10,42300.0,Indonesia,22.0
Website Development,Expert,Insurance,Ruby on Rails,Less than 5,34200.0,Germany,17.0
Web Scraping,Expert,Real Estate,OutWit Hub,50+,47000.0,United Kingdom,28.0
Website Development,Intermediate,Non-Profit and NGOs,TypeScript,Less than 5,80000.0,China,15.0
Website Development,Expert,Healthcare,Visual Studio Code,10 to 15,17800.0,Poland,23.0
Web Scraping,Entry Level,Small Business/Local Business,Import.io,20 to 50,27500.0,Mexico,19.0
Application Development,Intermediate,Education,Marvel,10 to 15,85400.0,Netherlands,25.0
Web Scraping,Entry Level,Retail (Non-E-commerce),Octoparse,15 to 20,20400.0,Mexico,19.0
Application Development,Expert,Government,UXPin,50+,60200.0,United Arab Emirates,32.0
Web Scraping,Expert,Government,ParseHub,Less than 5,26100.0,United Kingdom,28.0
Web Scraping,Intermediate,Non-Profit and NGOs,Selenium,Less than 5,6800.0,Mexico,19.0
Application Development,Expert,Non-Profit and NGOs,Marvel,10 to 15,95400.0,Italy,23.0
Application Development,Expert,Real Estate,Marvel,50+,44100.0,United States,35.0
Website Development,Expert,Telecommunications,Angular,Less than 5,55400.0,Brazil,12.0
Website Development,Intermediate,Retail (Non-E-commerce),Next.js,15 to 20,68700.0,India,18.0
Website Development,Intermediate,Personal Blogs/Portfolios,TypeScript,5 to 10,73800.0,China,15.0
Web Scraping,Entry Level,Media and Entertainment,WebHarvy,10 to 15,86900.0,Brazil,10.0
Website Development,Intermediate,Professional Services,Django,Less than 5,45500.0,Canada,13.0
Website Development,Entry Level,Retail (Non-E-commerce),Django,50+,80600.0,Brazil,12.0
Website Development,Expert,E-Commerce,Flutter,20 to 50,89400.0,India,18.0
Application Development,Entry Level,Construction and Engineering,Axure,50+,28600.0,Norway,25.0
Website Development,Expert,Energy and Utilities,Visual Studio Code,10 to 15,18100.0,Norway,22.0
Web Scraping,Entry Level,Finance and Banking,WebHarvy,50+,40600.0,France,14.0
Web Scraping,Intermediate,Retail (Non-E-commerce),Import.io,15 to 20,61500.0,United States,29.0
Website Development,Entry Level,Government,Bootstrap,50+,72900.0,France,17.0
Application Development,Expert,Technology and SaaS,Adobe XD,5 to 10,47800.0,Italy,23.0
Application Development,Expert,Personal Blogs/Portfolios,UXPin,10 to 15,41500.0,United States,34.0
Website Development,Expert,Energy and Utilities,Bootstrap,Less than 5,41400.0,India,18.0
Website Development,Intermediate,Healthcare,Visual Studio Code,10 to 15,37400.0,Italy,20.0
Application Development,Expert,E-Commerce,Proto.io,Less than 5,95600.0,Switzerland,30.0
Web Scraping,Intermediate,Manufacturing and Industrial,Octoparse,15 to 20,21700.0,France,14.0
Web Scraping,Entry Level,Hospitality and Travel,OutWit Hub,5 to 10,82000.0,Sweden,24.0
Web Scraping,Expert,Energy and Utilities,Octoparse,15 to 20,97000.0,United Arab Emirates,26.0
Web Scraping,Entry Level,Real Estate,Selenium,Less than 5,89100.0,Turkey,26.0
Website Development,Expert,Healthcare,Express.js,50+,96400.0,Switzerland,27.0
Application Development,Entry Level,Healthcare,UXPin,10 to 15,87200.0,United States,35.0
Web Scraping,Intermediate,Personal Blogs/Portfolios,Octoparse,20 to 50,63000.0,Thailand,25.0
Website Development,Entry Level,Manufacturing and Industrial,Ruby on Rails,5 to 10,35700.0,Australia,7.0
Website Development,Expert,E-Commerce,WordPress,10 to 15,41200.0,Indonesia,19.0
Web Scraping,Entry Level,Hospitality and Travel,Mozenda,5 to 10,79400.0,Thailand,25.0
Web Scraping,Entry Level,Personal Blogs/Portfolios,ParseHub,5 to 10,75400.0,Mexico,19.0
